"","Date","HomeTeam","AwayTeam","FTHG","FTAG","Resultado"
"402",2019-08-30,"Ath Bilbao","Sociedad",2,0,"Victoria Local"
"403",2019-08-31,"Osasuna","Barcelona",2,2,"Empate"
"404",2019-08-31,"Getafe","Alaves",1,1,"Empate"
"405",2019-08-31,"Levante","Valladolid",2,0,"Victoria Local"
"406",2019-08-31,"Betis","Leganes",2,1,"Victoria Local"
"407",2019-09-01,"Valencia","Mallorca",2,0,"Victoria Local"
"408",2019-09-01,"Ath Madrid","Eibar",3,2,"Victoria Local"
"409",2019-09-01,"Espanol","Granada",0,3,"Victoria Visitante"
"410",2019-09-01,"Villarreal","Real Madrid",2,2,"Empate"
"411",2019-09-13,"Mallorca","Ath Bilbao",0,0,"Empate"
"412",2019-09-14,"Real Madrid","Levante",3,2,"Victoria Local"
"413",2019-09-14,"Leganes","Villarreal",0,3,"Victoria Visitante"
"414",2019-09-14,"Sociedad","Ath Madrid",2,0,"Victoria Local"
"415",2019-09-14,"Barcelona","Valencia",5,2,"Victoria Local"
"416",2019-09-15,"Eibar","Espanol",1,2,"Victoria Visitante"
"417",2019-09-15,"Alaves","Sevilla",0,1,"Victoria Visitante"
"418",2019-09-15,"Celta","Granada",0,2,"Victoria Visitante"
"419",2019-09-15,"Valladolid","Osasuna",1,1,"Empate"
"420",2019-09-15,"Betis","Getafe",1,1,"Empate"
"421",2019-09-20,"Osasuna","Betis",0,0,"Empate"
"422",2019-09-21,"Villarreal","Valladolid",2,0,"Victoria Local"
"423",2019-09-21,"Levante","Eibar",0,0,"Empate"
"424",2019-09-21,"Ath Madrid","Celta",0,0,"Empate"
"425",2019-09-21,"Granada","Barcelona",2,0,"Victoria Local"
"426",2019-09-22,"Getafe","Mallorca",4,2,"Victoria Local"
"427",2019-09-22,"Espanol","Sociedad",1,3,"Victoria Visitante"
"428",2019-09-22,"Valencia","Leganes",1,1,"Empate"
"429",2019-09-22,"Ath Bilbao","Alaves",2,0,"Victoria Local"
"430",2019-09-22,"Sevilla","Real Madrid",0,1,"Victoria Visitante"
"431",2019-09-24,"Valladolid","Granada",1,1,"Empate"
"432",2019-09-24,"Betis","Levante",3,1,"Victoria Local"
"433",2019-09-24,"Barcelona","Villarreal",2,1,"Victoria Local"
"434",2019-09-25,"Leganes","Ath Bilbao",1,1,"Empate"
"435",2019-09-25,"Mallorca","Ath Madrid",0,2,"Victoria Visitante"
"436",2019-09-25,"Valencia","Getafe",3,3,"Empate"
"437",2019-09-25,"Real Madrid","Osasuna",2,0,"Victoria Local"
"438",2019-09-26,"Eibar","Sevilla",3,2,"Victoria Local"
"439",2019-09-26,"Celta","Espanol",1,1,"Empate"
"440",2019-09-26,"Sociedad","Alaves",3,0,"Victoria Local"
"441",2019-09-27,"Villarreal","Betis",5,1,"Victoria Local"
"442",2019-09-28,"Ath Bilbao","Valencia",0,1,"Victoria Visitante"
"443",2019-09-28,"Getafe","Barcelona",0,2,"Victoria Visitante"
"444",2019-09-28,"Granada","Leganes",1,0,"Victoria Local"
"445",2019-09-28,"Ath Madrid","Real Madrid",0,0,"Empate"
"446",2019-09-29,"Espanol","Valladolid",0,2,"Victoria Visitante"
"447",2019-09-29,"Eibar","Celta",2,0,"Victoria Local"
"448",2019-09-29,"Alaves","Mallorca",2,0,"Victoria Local"
"449",2019-09-29,"Levante","Osasuna",1,1,"Empate"
"450",2019-09-29,"Sevilla","Sociedad",3,2,"Victoria Local"
"451",2019-10-04,"Betis","Eibar",1,1,"Empate"
"452",2019-10-05,"Leganes","Levante",1,2,"Victoria Visitante"
"453",2019-10-05,"Real Madrid","Granada",4,2,"Victoria Local"
"454",2019-10-05,"Valencia","Alaves",2,1,"Victoria Local"
"455",2019-10-05,"Osasuna","Villarreal",2,1,"Victoria Local"
"456",2019-10-06,"Mallorca","Espanol",2,0,"Victoria Local"
"457",2019-10-06,"Celta","Ath Bilbao",1,0,"Victoria Local"
"458",2019-10-06,"Valladolid","Ath Madrid",0,0,"Empate"
"459",2019-10-06,"Sociedad","Getafe",1,2,"Victoria Visitante"
"460",2019-10-06,"Barcelona","Sevilla",4,0,"Victoria Local"
"461",2019-10-18,"Granada","Osasuna",1,0,"Victoria Local"
"462",2019-10-19,"Eibar","Barcelona",0,3,"Victoria Visitante"
"463",2019-10-19,"Ath Madrid","Valencia",1,1,"Empate"
"464",2019-10-19,"Getafe","Leganes",2,0,"Victoria Local"
"465",2019-10-19,"Mallorca","Real Madrid",1,0,"Victoria Local"
"466",2019-10-20,"Alaves","Celta",2,0,"Victoria Local"
"467",2019-10-20,"Sociedad","Betis",3,1,"Victoria Local"
"468",2019-10-20,"Espanol","Villarreal",0,1,"Victoria Visitante"
"469",2019-10-20,"Ath Bilbao","Valladolid",1,1,"Empate"
"470",2019-10-20,"Sevilla","Levante",1,0,"Victoria Local"
"471",2019-10-25,"Villarreal","Alaves",4,1,"Victoria Local"
"472",2019-10-26,"Leganes","Mallorca",1,0,"Victoria Local"
"473",2019-10-26,"Valladolid","Eibar",2,0,"Victoria Local"
"474",2019-10-26,"Ath Madrid","Ath Bilbao",2,0,"Victoria Local"
"475",2019-10-27,"Celta","Sociedad",0,1,"Victoria Visitante"
"476",2019-10-27,"Granada","Betis",1,0,"Victoria Local"
"477",2019-10-27,"Levante","Espanol",0,1,"Victoria Visitante"
"478",2019-10-27,"Sevilla","Getafe",2,0,"Victoria Local"
"479",2019-10-27,"Osasuna","Valencia",3,1,"Victoria Local"
"480",2019-10-29,"Alaves","Ath Madrid",1,1,"Empate"
"481",2019-10-29,"Barcelona","Valladolid",5,1,"Victoria Local"
"482",2019-10-30,"Sociedad","Levante",1,2,"Victoria Visitante"
"483",2019-10-30,"Valencia","Sevilla",1,1,"Empate"
"484",2019-10-30,"Ath Bilbao","Espanol",3,0,"Victoria Local"
"485",2019-10-30,"Betis","Celta",2,1,"Victoria Local"
"486",2019-10-30,"Real Madrid","Leganes",5,0,"Victoria Local"
"487",2019-10-31,"Eibar","Villarreal",2,1,"Victoria Local"
"488",2019-10-31,"Mallorca","Osasuna",2,2,"Empate"
"489",2019-10-31,"Getafe","Granada",3,1,"Victoria Local"
"490",2019-11-02,"Espanol","Valencia",1,2,"Victoria Visitante"
"491",2019-11-02,"Levante","Barcelona",3,1,"Victoria Local"
"492",2019-11-02,"Sevilla","Ath Madrid",1,1,"Empate"
"493",2019-11-02,"Real Madrid","Betis",0,0,"Empate"
"494",2019-11-03,"Valladolid","Mallorca",3,0,"Victoria Local"
"495",2019-11-03,"Villarreal","Ath Bilbao",0,0,"Empate"
"496",2019-11-03,"Osasuna","Alaves",4,2,"Victoria Local"
"497",2019-11-03,"Celta","Getafe",0,1,"Victoria Visitante"
"498",2019-11-03,"Leganes","Eibar",1,2,"Victoria Visitante"
"499",2019-11-03,"Granada","Sociedad",1,2,"Victoria Visitante"
"500",2019-11-08,"Sociedad","Leganes",1,1,"Empate"
"501",2019-11-09,"Alaves","Valladolid",3,0,"Victoria Local"
"502",2019-11-09,"Valencia","Granada",2,0,"Victoria Local"
"503",2019-11-09,"Eibar","Real Madrid",0,4,"Victoria Visitante"
"504",2019-11-09,"Barcelona","Celta",4,1,"Victoria Local"
"505",2019-11-10,"Mallorca","Villarreal",3,1,"Victoria Local"
"506",2019-11-10,"Ath Bilbao","Levante",2,1,"Victoria Local"
"507",2019-11-10,"Ath Madrid","Espanol",3,1,"Victoria Local"
"508",2019-11-10,"Getafe","Osasuna",0,0,"Empate"
"509",2019-11-10,"Betis","Sevilla",1,2,"Victoria Visitante"
"510",2019-11-22,"Levante","Mallorca",2,1,"Victoria Local"
"511",2019-11-23,"Leganes","Barcelona",1,2,"Victoria Visitante"
"512",2019-11-23,"Betis","Valencia",2,1,"Victoria Local"
"513",2019-11-23,"Granada","Ath Madrid",1,1,"Empate"
"514",2019-11-23,"Real Madrid","Sociedad",3,1,"Victoria Local"
"515",2019-11-24,"Espanol","Getafe",1,1,"Empate"
"516",2019-11-24,"Osasuna","Ath Bilbao",1,2,"Victoria Visitante"
"517",2019-11-24,"Eibar","Alaves",0,2,"Victoria Visitante"
"518",2019-11-24,"Villarreal","Celta",1,3,"Victoria Visitante"
"519",2019-11-24,"Valladolid","Sevilla",0,1,"Victoria Visitante"
"520",2019-11-29,"Celta","Valladolid",0,0,"Empate"
"521",2019-11-30,"Alaves","Real Madrid",1,2,"Victoria Visitante"
"522",2019-11-30,"Sociedad","Eibar",4,1,"Victoria Local"
"523",2019-11-30,"Mallorca","Betis",1,2,"Victoria Visitante"
"524",2019-11-30,"Valencia","Villarreal",2,1,"Victoria Local"
"525",2019-12-01,"Sevilla","Leganes",1,0,"Victoria Local"
"526",2019-12-01,"Ath Bilbao","Granada",2,0,"Victoria Local"
"527",2019-12-01,"Espanol","Osasuna",2,4,"Victoria Visitante"
"528",2019-12-01,"Getafe","Levante",4,0,"Victoria Local"
"529",2019-12-01,"Ath Madrid","Barcelona",0,1,"Victoria Visitante"
"530",2019-12-06,"Villarreal","Ath Madrid",0,0,"Empate"
"531",2019-12-07,"Real Madrid","Espanol",2,0,"Victoria Local"
"532",2019-12-07,"Granada","Alaves",3,0,"Victoria Local"
"533",2019-12-07,"Levante","Valencia",2,4,"Victoria Visitante"
"534",2019-12-07,"Barcelona","Mallorca",5,2,"Victoria Local"
"535",2019-12-08,"Eibar","Getafe",0,1,"Victoria Visitante"
"536",2019-12-08,"Betis","Ath Bilbao",3,2,"Victoria Local"
"537",2019-12-08,"Valladolid","Sociedad",0,0,"Empate"
"538",2019-12-08,"Leganes","Celta",3,2,"Victoria Local"
"539",2019-12-08,"Osasuna","Sevilla",1,1,"Empate"
"540",2019-12-13,"Alaves","Leganes",1,1,"Empate"
"541",2019-12-14,"Granada","Levante",1,2,"Victoria Visitante"
"542",2019-12-14,"Sociedad","Barcelona",2,2,"Empate"
"543",2019-12-14,"Ath Bilbao","Eibar",0,0,"Empate"
"544",2019-12-14,"Ath Madrid","Osasuna",2,0,"Victoria Local"
"545",2019-12-15,"Getafe","Valladolid",2,0,"Victoria Local"
"546",2019-12-15,"Celta","Mallorca",2,2,"Empate"
"547",2019-12-15,"Espanol","Betis",2,2,"Empate"
"548",2019-12-15,"Sevilla","Villarreal",1,2,"Victoria Visitante"
"549",2019-12-15,"Valencia","Real Madrid",1,1,"Empate"
"550",2019-12-18,"Barcelona","Real Madrid",0,0,"Empate"
"551",2019-12-20,"Eibar","Granada",3,0,"Victoria Local"
"552",2019-12-21,"Mallorca","Sevilla",0,2,"Victoria Visitante"
"553",2019-12-21,"Barcelona","Alaves",4,1,"Victoria Local"
"554",2019-12-21,"Villarreal","Getafe",1,0,"Victoria Local"
"555",2019-12-21,"Valladolid","Valencia",1,1,"Empate"
"556",2019-12-22,"Leganes","Espanol",2,0,"Victoria Local"
"557",2019-12-22,"Osasuna","Sociedad",3,4,"Victoria Visitante"
"558",2019-12-22,"Betis","Ath Madrid",1,2,"Victoria Visitante"
"559",2019-12-22,"Levante","Celta",3,1,"Victoria Local"
"560",2019-12-22,"Real Madrid","Ath Bilbao",0,0,"Empate"
"561",2020-01-03,"Valladolid","Leganes",2,2,"Empate"
"562",2020-01-03,"Sevilla","Ath Bilbao",1,1,"Empate"
"563",2020-01-04,"Valencia","Eibar",1,0,"Victoria Local"
"564",2020-01-04,"Getafe","Real Madrid",0,3,"Victoria Visitante"
"565",2020-01-04,"Ath Madrid","Levante",2,1,"Victoria Local"
"566",2020-01-04,"Espanol","Barcelona",2,2,"Empate"
"567",2020-01-05,"Granada","Mallorca",1,0,"Victoria Local"
"568",2020-01-05,"Sociedad","Villarreal",1,2,"Victoria Visitante"
"569",2020-01-05,"Alaves","Betis",1,1,"Empate"
"570",2020-01-05,"Celta","Osasuna",1,1,"Empate"
"571",2020-01-17,"Leganes","Getafe",0,3,"Victoria Visitante"
"572",2020-01-18,"Levante","Alaves",0,1,"Victoria Visitante"
"573",2020-01-18,"Real Madrid","Sevilla",2,1,"Victoria Local"
"574",2020-01-18,"Osasuna","Valladolid",0,0,"Empate"
"575",2020-01-18,"Eibar","Ath Madrid",2,0,"Victoria Local"
"576",2020-01-19,"Mallorca","Valencia",4,1,"Victoria Local"
"577",2020-01-19,"Betis","Sociedad",3,0,"Victoria Local"
"578",2020-01-19,"Villarreal","Espanol",1,2,"Victoria Visitante"
"579",2020-01-19,"Ath Bilbao","Celta",1,1,"Empate"
"580",2020-01-19,"Barcelona","Granada",1,0,"Victoria Local"
"581",2020-01-24,"Osasuna","Levante",2,0,"Victoria Local"
"582",2020-01-25,"Espanol","Ath Bilbao",1,1,"Empate"
"583",2020-01-25,"Valencia","Barcelona",2,0,"Victoria Local"
"584",2020-01-25,"Alaves","Villarreal",1,2,"Victoria Visitante"
"585",2020-01-25,"Sevilla","Granada",2,0,"Victoria Local"
"586",2020-01-26,"Ath Madrid","Leganes",0,0,"Empate"
"587",2020-01-26,"Celta","Eibar",0,0,"Empate"
"588",2020-01-26,"Getafe","Betis",1,0,"Victoria Local"
"589",2020-01-26,"Sociedad","Mallorca",3,0,"Victoria Local"
"590",2020-01-26,"Valladolid","Real Madrid",0,1,"Victoria Visitante"
"591",2020-02-01,"Granada","Espanol",2,1,"Victoria Local"
"592",2020-02-01,"Real Madrid","Ath Madrid",1,0,"Victoria Local"
"593",2020-02-01,"Mallorca","Valladolid",0,1,"Victoria Visitante"
"594",2020-02-01,"Valencia","Celta",1,0,"Victoria Local"
"595",2020-02-02,"Leganes","Sociedad",2,1,"Victoria Local"
"596",2020-02-02,"Eibar","Betis",1,1,"Empate"
"597",2020-02-02,"Ath Bilbao","Getafe",0,2,"Victoria Visitante"
"598",2020-02-02,"Sevilla","Alaves",1,1,"Empate"
"599",2020-02-02,"Villarreal","Osasuna",3,1,"Victoria Local"
"600",2020-02-02,"Barcelona","Levante",2,1,"Victoria Local"
"601",2020-02-07,"Alaves","Eibar",2,1,"Victoria Local"
"602",2020-02-08,"Levante","Leganes",2,0,"Victoria Local"
"603",2020-02-08,"Getafe","Valencia",3,0,"Victoria Local"
"604",2020-02-08,"Valladolid","Villarreal",1,1,"Empate"
"605",2020-02-08,"Ath Madrid","Granada",1,0,"Victoria Local"
"606",2020-02-09,"Espanol","Mallorca",1,0,"Victoria Local"
"607",2020-02-09,"Sociedad","Ath Bilbao",2,1,"Victoria Local"
"608",2020-02-09,"Osasuna","Real Madrid",1,4,"Victoria Visitante"
"609",2020-02-09,"Celta","Sevilla",2,1,"Victoria Local"
"610",2020-02-09,"Betis","Barcelona",2,3,"Victoria Visitante"
"611",2020-02-14,"Valencia","Ath Madrid",2,2,"Empate"
"612",2020-02-15,"Mallorca","Alaves",1,0,"Victoria Local"
"613",2020-02-15,"Barcelona","Getafe",2,1,"Victoria Local"
"614",2020-02-15,"Villarreal","Levante",2,1,"Victoria Local"
"615",2020-02-15,"Granada","Valladolid",2,1,"Victoria Local"
"616",2020-02-16,"Sevilla","Espanol",2,2,"Empate"
"617",2020-02-16,"Leganes","Betis",0,0,"Empate"
"618",2020-02-16,"Ath Bilbao","Osasuna",0,1,"Victoria Visitante"
"619",2020-02-16,"Real Madrid","Celta",2,2,"Empate"
"620",2020-02-21,"Betis","Mallorca",3,3,"Empate"
"621",2020-02-22,"Celta","Leganes",1,0,"Victoria Local"
"622",2020-02-22,"Barcelona","Eibar",5,0,"Victoria Local"
"623",2020-02-22,"Sociedad","Valencia",3,0,"Victoria Local"
"624",2020-02-22,"Levante","Real Madrid",1,0,"Victoria Local"
"625",2020-02-23,"Osasuna","Granada",0,3,"Victoria Visitante"
"626",2020-02-23,"Alaves","Ath Bilbao",2,1,"Victoria Local"
"627",2020-02-23,"Valladolid","Espanol",2,1,"Victoria Local"
"628",2020-02-23,"Getafe","Sevilla",0,3,"Victoria Visitante"
"629",2020-02-23,"Ath Madrid","Villarreal",3,1,"Victoria Local"
"630",2020-02-28,"Sociedad","Valladolid",1,0,"Victoria Local"
"631",2020-02-29,"Eibar","Levante",3,0,"Victoria Local"
"632",2020-02-29,"Valencia","Betis",2,1,"Victoria Local"
"633",2020-02-29,"Leganes","Alaves",1,1,"Empate"
"634",2020-02-29,"Granada","Celta",0,0,"Empate"
"635",2020-03-01,"Sevilla","Osasuna",3,2,"Victoria Local"
"636",2020-03-01,"Ath Bilbao","Villarreal",1,0,"Victoria Local"
"637",2020-03-01,"Espanol","Ath Madrid",1,1,"Empate"
"638",2020-03-01,"Mallorca","Getafe",0,1,"Victoria Visitante"
"639",2020-03-01,"Real Madrid","Barcelona",2,0,"Victoria Local"
"640",2020-03-06,"Alaves","Valencia",1,1,"Empate"
"641",2020-03-07,"Eibar","Mallorca",1,2,"Victoria Visitante"
"642",2020-03-07,"Ath Madrid","Sevilla",2,2,"Empate"
"643",2020-03-07,"Barcelona","Sociedad",1,0,"Victoria Local"
"644",2020-03-07,"Getafe","Celta",0,0,"Empate"
"645",2020-03-08,"Osasuna","Espanol",1,0,"Victoria Local"
"646",2020-03-08,"Valladolid","Ath Bilbao",1,4,"Victoria Visitante"
"647",2020-03-08,"Levante","Granada",1,1,"Empate"
"648",2020-03-08,"Villarreal","Leganes",1,2,"Victoria Visitante"
"649",2020-03-08,"Betis","Real Madrid",2,1,"Victoria Local"
"650",2020-03-10,"Eibar","Sociedad",1,2,"Victoria Visitante"
"651",2020-06-11,"Sevilla","Betis",2,0,"Victoria Local"
"652",2020-06-12,"Granada","Getafe",2,1,"Victoria Local"
"653",2020-06-12,"Valencia","Levante",1,1,"Empate"
"654",2020-06-13,"Espanol","Alaves",2,0,"Victoria Local"
"655",2020-06-13,"Celta","Villarreal",0,1,"Victoria Visitante"
"656",2020-06-13,"Leganes","Valladolid",1,2,"Victoria Visitante"
"657",2020-06-13,"Mallorca","Barcelona",0,4,"Victoria Visitante"
"658",2020-06-14,"Ath Bilbao","Ath Madrid",1,1,"Empate"
"659",2020-06-14,"Real Madrid","Eibar",3,1,"Victoria Local"
"660",2020-06-14,"Sociedad","Osasuna",1,1,"Empate"
"661",2020-06-15,"Levante","Sevilla",1,1,"Empate"
"662",2020-06-15,"Betis","Granada",2,2,"Empate"
"663",2020-06-16,"Getafe","Espanol",0,0,"Empate"
"664",2020-06-16,"Villarreal","Mallorca",1,0,"Victoria Local"
"665",2020-06-16,"Barcelona","Leganes",2,0,"Victoria Local"
"666",2020-06-17,"Eibar","Ath Bilbao",2,2,"Empate"
"667",2020-06-17,"Valladolid","Celta",0,0,"Empate"
"668",2020-06-17,"Osasuna","Ath Madrid",0,5,"Victoria Visitante"
"669",2020-06-18,"Alaves","Sociedad",2,0,"Victoria Local"
"670",2020-06-18,"Real Madrid","Valencia",3,0,"Victoria Local"
"671",2020-06-19,"Granada","Villarreal",0,1,"Victoria Visitante"
"672",2020-06-19,"Mallorca","Leganes",1,1,"Empate"
"673",2020-06-19,"Sevilla","Barcelona",0,0,"Empate"
"674",2020-06-20,"Espanol","Levante",1,3,"Victoria Visitante"
"675",2020-06-20,"Ath Bilbao","Betis",1,0,"Victoria Local"
"676",2020-06-20,"Getafe","Eibar",1,1,"Empate"
"677",2020-06-20,"Ath Madrid","Valladolid",1,0,"Victoria Local"
"678",2020-06-21,"Celta","Alaves",6,0,"Victoria Local"
"679",2020-06-21,"Valencia","Osasuna",2,0,"Victoria Local"
"680",2020-06-21,"Sociedad","Real Madrid",1,2,"Victoria Visitante"
"681",2020-06-22,"Villarreal","Sevilla",2,2,"Empate"
"682",2020-06-22,"Leganes","Granada",0,0,"Empate"
"683",2020-06-23,"Levante","Ath Madrid",0,1,"Victoria Visitante"
"684",2020-06-23,"Valladolid","Getafe",1,1,"Empate"
"685",2020-06-23,"Barcelona","Ath Bilbao",1,0,"Victoria Local"
"686",2020-06-24,"Alaves","Osasuna",0,1,"Victoria Visitante"
"687",2020-06-24,"Sociedad","Celta",0,1,"Victoria Visitante"
"688",2020-06-24,"Real Madrid","Mallorca",2,0,"Victoria Local"
"689",2020-06-25,"Eibar","Valencia",1,0,"Victoria Local"
"690",2020-06-25,"Betis","Espanol",1,0,"Victoria Local"
"691",2020-06-26,"Sevilla","Valladolid",1,1,"Empate"
"692",2020-06-27,"Ath Bilbao","Mallorca",3,1,"Victoria Local"
"693",2020-06-27,"Celta","Barcelona",2,2,"Empate"
"694",2020-06-27,"Osasuna","Leganes",2,1,"Victoria Local"
"695",2020-06-27,"Ath Madrid","Alaves",2,1,"Victoria Local"
"696",2020-06-28,"Levante","Betis",4,2,"Victoria Local"
"697",2020-06-28,"Villarreal","Valencia",2,0,"Victoria Local"
"698",2020-06-28,"Granada","Eibar",1,2,"Victoria Visitante"
"699",2020-06-28,"Espanol","Real Madrid",0,1,"Victoria Visitante"
"700",2020-06-29,"Getafe","Sociedad",2,1,"Victoria Local"
"701",2020-06-30,"Mallorca","Celta",5,1,"Victoria Local"
"702",2020-06-30,"Leganes","Sevilla",0,3,"Victoria Visitante"
"703",2020-06-30,"Barcelona","Ath Madrid",2,2,"Empate"
"704",2020-07-01,"Alaves","Granada",0,2,"Victoria Visitante"
"705",2020-07-01,"Valencia","Ath Bilbao",0,2,"Victoria Visitante"
"706",2020-07-01,"Betis","Villarreal",0,2,"Victoria Visitante"
"707",2020-07-01,"Valladolid","Levante",0,0,"Empate"
"708",2020-07-02,"Eibar","Osasuna",0,2,"Victoria Visitante"
"709",2020-07-02,"Sociedad","Espanol",2,1,"Victoria Local"
"710",2020-07-02,"Real Madrid","Getafe",1,0,"Victoria Local"
"711",2020-07-03,"Ath Madrid","Mallorca",3,0,"Victoria Local"
"712",2020-07-04,"Celta","Betis",1,1,"Empate"
"713",2020-07-04,"Valladolid","Alaves",1,0,"Victoria Local"
"714",2020-07-04,"Granada","Valencia",2,2,"Empate"
"715",2020-07-05,"Ath Bilbao","Real Madrid",0,1,"Victoria Visitante"
"716",2020-07-05,"Espanol","Leganes",0,1,"Victoria Visitante"
"717",2020-07-05,"Osasuna","Getafe",0,0,"Empate"
"718",2020-07-05,"Villarreal","Barcelona",1,4,"Victoria Visitante"
"719",2020-07-06,"Levante","Sociedad",1,1,"Empate"
"720",2020-07-06,"Sevilla","Eibar",1,0,"Victoria Local"
"721",2020-07-07,"Valencia","Valladolid",2,1,"Victoria Local"
"722",2020-07-07,"Celta","Ath Madrid",1,1,"Empate"
"723",2020-07-08,"Betis","Osasuna",3,0,"Victoria Local"
"724",2020-07-08,"Getafe","Villarreal",1,3,"Victoria Visitante"
"725",2020-07-08,"Barcelona","Espanol",1,0,"Victoria Local"
"726",2020-07-09,"Eibar","Leganes",0,0,"Empate"
"727",2020-07-09,"Mallorca","Levante",2,0,"Victoria Local"
"728",2020-07-09,"Ath Bilbao","Sevilla",1,2,"Victoria Visitante"
"729",2020-07-10,"Sociedad","Granada",2,3,"Victoria Visitante"
"730",2020-07-10,"Real Madrid","Alaves",2,0,"Victoria Local"
"731",2020-07-11,"Osasuna","Celta",2,1,"Victoria Local"
"732",2020-07-11,"Valladolid","Barcelona",0,1,"Victoria Visitante"
"733",2020-07-11,"Ath Madrid","Betis",1,0,"Victoria Local"
"734",2020-07-12,"Espanol","Eibar",0,2,"Victoria Visitante"
"735",2020-07-12,"Levante","Ath Bilbao",1,2,"Victoria Visitante"
"736",2020-07-12,"Leganes","Valencia",1,0,"Victoria Local"
"737",2020-07-12,"Sevilla","Mallorca",2,0,"Victoria Local"
"738",2020-07-13,"Alaves","Getafe",0,0,"Empate"
"739",2020-07-13,"Villarreal","Sociedad",1,2,"Victoria Visitante"
"740",2020-07-13,"Granada","Real Madrid",1,2,"Victoria Visitante"
"741",2020-07-16,"Eibar","Valladolid",3,1,"Victoria Local"
"742",2020-07-16,"Ath Bilbao","Leganes",0,2,"Victoria Visitante"
"743",2020-07-16,"Barcelona","Osasuna",1,2,"Victoria Visitante"
"744",2020-07-16,"Betis","Alaves",1,2,"Victoria Visitante"
"745",2020-07-16,"Celta","Levante",2,3,"Victoria Visitante"
"746",2020-07-16,"Getafe","Ath Madrid",0,2,"Victoria Visitante"
"747",2020-07-16,"Mallorca","Granada",1,2,"Victoria Visitante"
"748",2020-07-16,"Real Madrid","Villarreal",2,1,"Victoria Local"
"749",2020-07-16,"Sociedad","Sevilla",0,0,"Empate"
"750",2020-07-16,"Valencia","Espanol",1,0,"Victoria Local"
"751",2020-07-19,"Alaves","Barcelona",0,5,"Victoria Visitante"
"752",2020-07-19,"Valladolid","Betis",2,0,"Victoria Local"
"753",2020-07-19,"Villarreal","Eibar",4,0,"Victoria Local"
"754",2020-07-19,"Ath Madrid","Sociedad",1,1,"Empate"
"755",2020-07-19,"Espanol","Celta",0,0,"Empate"
"756",2020-07-19,"Granada","Ath Bilbao",4,0,"Victoria Local"
"757",2020-07-19,"Leganes","Real Madrid",2,2,"Empate"
"758",2020-07-19,"Levante","Getafe",1,0,"Victoria Local"
"759",2020-07-19,"Osasuna","Mallorca",2,2,"Empate"
"760",2020-07-19,"Sevilla","Valencia",1,0,"Victoria Local"
"761",2020-09-12,"Eibar","Celta",0,0,"Empate"
"762",2020-09-12,"Granada","Ath Bilbao",2,0,"Victoria Local"
"763",2020-09-12,"Cadiz","Osasuna",0,2,"Victoria Visitante"
"764",2020-09-13,"Alaves","Betis",0,1,"Victoria Visitante"
"765",2020-09-13,"Valladolid","Sociedad",1,1,"Empate"
"766",2020-09-13,"Villarreal","Huesca",1,1,"Empate"
"767",2020-09-13,"Valencia","Levante",4,2,"Victoria Local"
"768",2020-09-19,"Villarreal","Eibar",2,1,"Victoria Local"
"769",2020-09-19,"Getafe","Osasuna",1,0,"Victoria Local"
"770",2020-09-19,"Celta","Valencia",2,1,"Victoria Local"
"771",2020-09-20,"Huesca","Cadiz",0,2,"Victoria Visitante"
"772",2020-09-20,"Betis","Valladolid",2,0,"Victoria Local"
"773",2020-09-20,"Granada","Alaves",2,1,"Victoria Local"
"774",2020-09-20,"Sociedad","Real Madrid",0,0,"Empate"
"775",2020-09-26,"Alaves","Getafe",0,0,"Empate"
"776",2020-09-26,"Valencia","Huesca",1,1,"Empate"
"777",2020-09-26,"Elche","Sociedad",0,3,"Victoria Visitante"
"778",2020-09-26,"Betis","Real Madrid",2,3,"Victoria Visitante"
"779",2020-09-27,"Osasuna","Levante",1,3,"Victoria Visitante"
"780",2020-09-27,"Eibar","Ath Bilbao",1,2,"Victoria Visitante"
"781",2020-09-27,"Ath Madrid","Granada",6,1,"Victoria Local"
"782",2020-09-27,"Cadiz","Sevilla",1,3,"Victoria Visitante"
"783",2020-09-27,"Valladolid","Celta",1,1,"Empate"
"784",2020-09-27,"Barcelona","Villarreal",4,0,"Victoria Local"
"785",2020-09-29,"Sociedad","Valencia",0,1,"Victoria Visitante"
"786",2020-09-29,"Getafe","Betis",3,0,"Victoria Local"
"787",2020-09-30,"Huesca","Ath Madrid",0,0,"Empate"
"788",2020-09-30,"Villarreal","Alaves",3,1,"Victoria Local"
"789",2020-09-30,"Eibar","Elche",0,1,"Victoria Visitante"
"790",2020-09-30,"Real Madrid","Valladolid",1,0,"Victoria Local"
"791",2020-10-01,"Ath Bilbao","Cadiz",0,1,"Victoria Visitante"
"792",2020-10-01,"Sevilla","Levante",1,0,"Victoria Local"
"793",2020-10-01,"Celta","Barcelona",0,3,"Victoria Visitante"
"794",2020-10-03,"Valladolid","Eibar",1,2,"Victoria Visitante"
"795",2020-10-03,"Ath Madrid","Villarreal",0,0,"Empate"
"796",2020-10-03,"Elche","Huesca",0,0,"Empate"
"797",2020-10-03,"Sociedad","Getafe",3,0,"Victoria Local"
"798",2020-10-03,"Valencia","Betis",0,2,"Victoria Visitante"
"799",2020-10-04,"Osasuna","Celta",2,0,"Victoria Local"
"800",2020-10-04,"Alaves","Ath Bilbao",1,0,"Victoria Local"
